carat,cut,color,clarity,depth,table,x,y,z,price
2.45,Ideal,F,IF,62.1,56.0,6.16,6.14,3.7,20000
1.06,Premium,G,SI2,59.6,59.0,2.72,2.78,1.7,6236
0.81,Very Good,E,VS2,61.9,56.0,2.07,2.07,1.3,3710
0.68,Ideal,J,SI1,61.8,57.0,1.74,1.68,1.08,2156
0.65,Ideal,I,VVS2,60.4,61.0,1.64,1.59,0.97,2286
1.33,Ideal,H,VVS2,60.9,60.0,3.38,3.39,2.0,9556
0.58,Fair,E,SI2,63.8,58.0,1.49,1.64,0.91,1474
0.99,Ideal,I,VVS1,61.5,57.0,2.5,2.45,1.57,6345
0.62,Good,F,SI1,64.6,57.0,1.6,1.58,1.0,1209
1.95,Very Good,H,VS2,59.3,59.0,4.91,5.03,3.08,17110
1.07,Good,D,IF,61.0,57.0,2.7,2.68,1.66,7072
1.38,Premium,D,VVS1,59.5,56.0,3.52,3.54,2.2,10009
0.55,Ideal,G,IF,60.0,60.0,1.42,1.51,0.86,1931
1.26,Good,G,SI1,60.5,58.0,3.2,3.15,1.89,7641
0.63,Premium,H,SI2,62.1,56.0,1.61,1.59,1.01,1257
0.78,Premium,J,SI2,62.1,59.0,1.99,1.97,1.19,3791
1.68,Premium,H,VS2,60.7,60.0,4.24,4.16,2.63,13051
0.44,Good,F,VVS2,58.6,55.0,1.11,1.19,0.68,842
0.82,Premium,F,SI2,63.8,57.0,2.12,2.09,1.26,3653
0.92,Ideal,D,VS1,61.3,57.0,2.32,2.28,1.39,5342
0.96,Good,G,SI1,60.1,58.0,2.46,2.44,1.48,5307
0.59,Good,E,SI1,62.1,59.0,1.53,1.58,0.95,915
2.1,Very Good,G,VS1,62.0,56.0,5.29,5.3,3.13,18883
0.39,Ideal,G,VS2,61.2,54.0,0.99,0.95,0.6,300
1.54,Ideal,H,VVS2,61.9,60.0,3.89,3.91,2.4,11726
1.36,Ideal,G,SI2,60.1,55.0,3.44,3.48,2.05,9646
1.92,Premium,G,VVS2,62.8,58.0,4.84,4.84,2.88,16087
0.33,Premium,E,SI2,60.3,57.0,0.85,0.84,0.51,300
0.48,Fair,D,SI1,60.9,58.0,1.23,1.28,0.74,607
1.56,Ideal,H,VS1,62.6,61.0,4.0,3.99,2.46,12257
0.29,Ideal,J,VVS2,63.4,64.0,0.75,0.83,0.47,300
0.33,Premium,G,SI1,63.9,54.0,0.83,0.79,0.49,300
0.58,Ideal,F,SI1,63.2,60.0,1.47,1.43,0.92,1824
0.82,Ideal,I,VS2,61.2,57.0,2.08,2.03,1.26,3848
1.64,Good,E,SI1,59.5,60.0,4.15,4.14,2.56,12157
0.68,Ideal,D,VVS2,63.7,60.0,1.71,1.71,1.07,3123
0.55,Good,D,VVS2,63.6,61.0,1.4,1.33,0.86,1444
0.87,Premium,I,SI2,60.8,58.0,2.24,2.24,1.33,4295
0.94,Very Good,D,VS2,63.0,56.0,2.43,2.46,1.45,4863
0.92,Fair,E,VVS2,61.2,60.0,2.32,2.25,1.44,4709
0.68,Premium,G,SI1,63.8,58.0,1.75,1.72,1.05,2831
0.28,Very Good,F,VS1,61.0,57.0,0.72,0.75,0.44,300
0.47,Premium,D,SI2,64.5,56.0,1.19,1.14,0.72,483
1.51,Premium,G,VS2,62.8,60.0,3.8,3.78,2.29,11427
0.81,Fair,G,SI2,64.2,61.0,2.1,2.15,1.31,3638
0.63,Good,G,VVS2,61.1,55.0,1.61,1.7,1.0,2191
1.3,Premium,F,SI1,62.3,59.0,3.36,3.38,2.07,8460
0.42,Very Good,I,SI1,60.3,57.0,1.07,1.06,0.65,300
0.66,Ideal,D,VVS2,62.9,54.0,1.68,1.65,1.01,3136
0.79,Ideal,E,SI2,63.0,58.0,2.0,2.05,1.22,3808
0.59,Ideal,F,SI1,65.1,56.0,1.53,1.59,0.95,1635
0.78,Ideal,I,SI1,62.4,54.0,1.97,1.91,1.21,3521
0.67,Premium,F,SI1,62.7,56.0,1.68,1.73,1.06,2321
0.37,Ideal,I,VVS1,61.0,55.0,0.94,0.91,0.56,455
0.81,Very Good,J,VS1,62.5,56.0,2.06,2.02,1.3,4121
0.38,Very Good,F,SI2,61.2,55.0,0.96,0.95,0.59,300
0.8,Ideal,G,VS1,61.9,57.0,2.05,2.1,1.28,4333
1.47,Premium,F,VS2,61.9,56.0,3.73,3.75,2.25,11627
0.64,Ideal,J,VVS1,61.2,58.0,1.63,1.64,0.99,2697
0.41,Ideal,G,SI1,61.8,59.0,1.03,1.05,0.64,504
0.7,Ideal,I,VS2,61.2,58.0,1.79,1.81,1.11,2581
0.49,Ideal,D,VS2,61.2,57.0,1.23,1.22,0.74,973
1.0,Premium,F,VS2,63.2,57.0,2.53,2.56,1.53,5666
0.69,Very Good,E,VS2,61.9,56.0,1.77,1.74,1.09,2577
1.74,Premium,H,SI1,62.2,56.0,4.41,4.44,2.77,13285
1.33,Premium,I,VS1,59.7,59.0,3.36,3.4,2.04,9321
0.69,Premium,D,VS2,62.3,54.0,1.76,1.79,1.06,3091
1.06,Ideal,H,IF,62.4,57.0,2.68,2.72,1.68,6341
0.61,Ideal,G,SI1,61.1,57.0,1.54,1.56,0.95,2022
0.75,Premium,F,VS1,64.6,59.0,1.92,1.98,1.16,3396
0.62,Very Good,J,IF,58.5,54.0,1.59,1.48,0.94,2226
1.09,Premium,E,VS1,62.8,58.0,2.8,2.84,1.73,7051
1.52,Very Good,F,VVS1,62.7,58.0,3.87,3.97,2.34,11804
1.1,Ideal,H,VVS2,62.5,53.0,2.8,2.77,1.66,6776
1.17,Very Good,J,SI1,61.9,55.0,3.01,2.97,1.85,7474
1.18,Very Good,I,VS2,62.5,57.0,2.98,3.04,1.8,7586
0.98,Fair,D,SI2,62.9,59.0,2.47,2.42,1.49,5802
0.42,Ideal,E,VS2,60.7,58.0,1.08,1.05,0.66,489
1.73,Ideal,H,SI1,62.1,59.0,4.4,4.41,2.72,13657
1.83,Very Good,J,VS1,61.4,55.0,4.7,4.66,2.82,14799
0.66,Good,E,VS2,60.2,54.0,1.67,1.71,0.99,2813
0.62,Premium,F,SI1,62.7,58.0,1.57,1.53,0.95,1920
1.01,Very Good,G,SI1,60.9,55.0,2.61,2.63,1.55,5636
0.98,Ideal,G,IF,59.6,56.0,2.49,2.5,1.54,6842
0.67,Premium,H,SI2,60.9,60.0,1.71,1.79,1.07,1869
0.4,Premium,E,SI2,60.6,58.0,1.01,1.07,0.62,300
0.86,Very Good,D,SI1,63.1,56.0,2.17,2.14,1.3,4229
0.98,Ideal,I,IF,61.9,56.0,2.46,2.4,1.47,5833
1.06,Premium,F,IF,63.6,59.0,2.7,2.74,1.62,6482
0.88,Ideal,G,VS1,60.8,58.0,2.28,2.25,1.37,4570
0.65,Very Good,G,VVS1,62.9,55.0,1.68,1.66,1.01,2339
1.22,Premium,H,SI1,65.7,53.0,3.12,3.07,1.85,7780
0.77,Fair,E,IF,62.2,62.0,1.98,2.01,1.24,4165
0.59,Premium,G,SI2,62.9,55.0,1.51,1.48,0.94,832
0.68,Ideal,F,SI2,62.7,59.0,1.73,1.73,1.06,2103
0.31,Premium,H,SI2,59.7,61.0,0.78,0.78,0.46,300
0.68,Fair,I,VS2,62.5,58.0,1.74,1.75,1.08,2455
1.05,Fair,J,VVS2,62.1,56.0,2.65,2.68,1.57,5515
0.88,Premium,E,SI1,61.3,54.0,2.24,2.23,1.33,4824
1.58,Very Good,I,IF,60.5,54.0,4.07,4.03,2.45,12309
0.65,Fair,E,VS2,62.7,58.0,1.64,1.55,1.0,2443
0.95,Ideal,G,SI2,60.3,61.0,2.39,2.4,1.44,4959
1.1,Premium,G,VS2,64.7,57.0,2.78,2.77,1.66,6150
2.39,Very Good,G,VS1,61.9,56.0,6.1,6.06,3.63,20000
0.8,Ideal,G,VVS2,60.0,59.0,2.02,2.02,1.26,4095
0.44,Good,I,VS2,61.0,56.0,1.12,1.16,0.68,300
1.13,Ideal,H,VS2,61.3,58.0,2.86,2.92,1.71,7024
1.88,Very Good,E,SI1,65.1,58.0,4.79,4.71,2.92,16032
0.63,Ideal,E,VS1,60.5,57.0,1.6,1.58,0.95,1920
1.13,Premium,H,IF,61.5,57.0,2.92,2.97,1.79,7195
1.37,Ideal,G,SI2,60.9,61.0,3.49,3.57,2.09,9526
1.23,Ideal,I,VVS1,62.4,59.0,3.16,3.12,1.94,8467
0.79,Very Good,H,VS2,61.0,60.0,2.03,2.1,1.25,3869
0.52,Ideal,J,SI1,60.1,55.0,1.33,1.26,0.83,1268
0.71,Premium,D,IF,61.4,60.0,1.8,1.86,1.08,3969
0.93,Premium,H,VS2,61.3,59.0,2.37,2.36,1.44,5215
1.17,Very Good,H,SI1,60.9,54.0,3.0,3.08,1.89,6648
0.88,Premium,H,SI2,60.9,59.0,2.24,2.22,1.39,3765
0.61,Very Good,I,SI1,63.4,56.0,1.54,1.52,0.97,1946
0.98,Premium,F,VVS2,61.3,54.0,2.46,2.45,1.54,6170
1.14,Premium,J,VS2,60.1,58.0,2.89,2.81,1.78,7349
0.9,Ideal,I,VVS1,61.1,59.0,2.27,2.18,1.36,4819
0.49,Ideal,F,SI1,61.8,58.0,1.26,1.29,0.78,797
0.68,Premium,G,SI2,59.8,57.0,1.72,1.77,1.06,2349
1.19,Very Good,E,I1,64.0,57.0,3.02,3.05,1.85,6972
0.37,Very Good,F,VS2,62.9,63.0,0.95,0.89,0.59,300
0.26,Very Good,H,IF,63.7,55.0,0.67,0.69,0.41,300
1.57,Good,F,VS1,62.2,59.0,4.0,3.95,2.44,11810
0.96,Very Good,I,SI1,58.8,58.0,2.42,2.44,1.47,5657
1.0,Very Good,F,VVS1,63.8,56.0,2.53,2.59,1.5,5630
0.43,Ideal,G,VVS2,60.5,57.0,1.09,1.11,0.68,300
1.07,Premium,H,I1,60.6,54.0,2.72,2.79,1.7,6425
0.85,Very Good,F,VVS2,61.9,56.0,2.16,2.15,1.33,4345
0.34,Premium,D,SI1,63.6,57.0,0.86,0.85,0.52,300
1.51,Good,D,SI2,63.2,54.0,3.9,3.9,2.31,11448
0.8,Premium,F,SI1,63.0,59.0,2.01,1.94,1.19,3590
0.61,Ideal,G,VS2,61.3,55.0,1.55,1.53,0.92,2489
0.61,Premium,H,SI1,61.2,54.0,1.58,1.56,0.95,1447
0.27,Premium,H,SI1,62.2,55.0,0.69,0.68,0.41,300
1.0,Ideal,G,SI2,61.5,62.0,2.54,2.55,1.53,6100
0.84,Ideal,G,VS1,62.9,53.0,2.12,2.05,1.31,3661
0.67,Ideal,D,IF,62.9,58.0,1.73,1.67,1.09,3179
1.4,Premium,G,VVS2,62.5,56.0,3.52,3.58,2.11,10624
0.37,Ideal,G,SI1,58.2,57.0,0.95,0.85,0.58,411
0.55,Very Good,G,SI1,61.9,59.0,1.42,1.45,0.89,1096
0.48,Premium,D,SI1,61.5,59.0,1.21,1.19,0.76,1248
0.64,Fair,F,SI2,61.9,56.0,1.64,1.65,0.99,1415
0.77,Premium,F,VS2,60.6,55.0,1.99,2.07,1.2,3313
0.92,Premium,G,VS2,59.8,59.0,2.36,2.35,1.42,5162
0.62,Very Good,E,VS1,62.3,59.0,1.58,1.61,0.94,2344
0.48,Ideal,J,VS1,61.2,57.0,1.24,1.24,0.75,443
1.72,Ideal,D,SI1,62.5,58.0,4.39,4.38,2.65,14502
2.47,Ideal,G,SI1,60.8,57.0,6.35,6.34,3.94,20000
0.8,Premium,G,VS1,63.7,56.0,2.05,2.09,1.23,3771
0.51,Ideal,G,SI1,63.1,58.0,1.28,1.24,0.79,1033
1.55,Good,E,SI1,62.1,59.0,3.92,3.86,2.36,10986
0.36,Ideal,J,SI1,61.4,58.0,0.91,0.91,0.56,300
0.63,Good,D,SI1,62.9,59.0,1.59,1.6,0.98,1776
0.52,Ideal,G,SI2,62.2,56.0,1.31,1.22,0.81,984
0.41,Very Good,G,VVS2,62.0,61.0,1.04,1.04,0.62,474
0.64,Ideal,I,VVS2,63.2,57.0,1.62,1.56,0.97,1834
0.48,Ideal,G,SI1,63.7,57.0,1.24,1.27,0.74,300
0.75,Very Good,G,SI2,59.9,55.0,1.93,1.84,1.18,3577
0.75,Premium,G,VS1,60.2,57.0,1.92,2.02,1.14,3441
0.54,Ideal,E,SI1,60.6,59.0,1.38,1.36,0.84,557
0.62,Premium,G,SI1,59.6,59.0,1.57,1.53,0.93,1981
0.66,Ideal,D,SI2,61.6,61.0,1.68,1.67,1.01,2539
1.11,Premium,F,SI1,62.5,59.0,2.84,2.87,1.75,6918
0.69,Premium,E,VVS2,61.7,58.0,1.77,1.81,1.07,2368
1.12,Very Good,I,VVS2,61.0,57.0,2.82,2.81,1.7,7041
0.99,Very Good,G,SI1,63.3,56.0,2.54,2.47,1.56,5071
0.99,Ideal,G,SI1,61.9,60.0,2.54,2.48,1.57,5750
1.48,Premium,F,SI2,62.2,60.0,3.78,3.79,2.27,10979
0.42,Premium,D,SI2,63.3,55.0,1.06,1.11,0.64,300
0.58,Premium,J,IF,61.5,59.0,1.48,1.54,0.91,2484
1.79,Premium,J,VS1,64.6,59.0,4.56,4.57,2.87,15153
0.65,Ideal,D,VS2,61.1,55.0,1.66,1.71,0.99,2185
0.2,Ideal,H,VS1,64.5,59.0,0.51,0.61,0.31,300
0.67,Premium,E,VVS2,60.3,55.0,1.69,1.75,1.06,3149
0.79,Ideal,F,VVS2,62.4,52.0,1.99,2.04,1.21,3846
0.2,Ideal,D,I1,60.8,57.0,0.5,0.46,0.3,300
1.44,Premium,I,SI2,63.3,58.0,3.64,3.69,2.24,10007
0.52,Ideal,I,VS1,61.0,57.0,1.32,1.34,0.78,1672
0.87,Very Good,F,SI1,62.1,64.0,2.2,2.23,1.33,3951
0.66,Good,D,IF,60.8,58.0,1.67,1.73,1.0,3027
0.39,Ideal,G,VS1,63.0,58.0,1.0,1.02,0.6,300
0.43,Premium,H,IF,60.8,58.0,1.11,1.1,0.66,1080
0.46,Ideal,F,SI1,64.1,57.0,1.17,1.12,0.72,591
1.27,Ideal,D,VVS1,60.3,60.0,3.22,3.21,2.02,9117
0.69,Good,D,SI1,59.8,58.0,1.78,1.79,1.08,2587
0.57,Ideal,D,IF,63.0,58.0,1.46,1.47,0.86,1721
0.46,Premium,J,SI2,60.9,56.0,1.17,1.18,0.72,569
1.35,Premium,I,VS2,61.7,54.0,3.46,3.51,2.12,9012
1.54,Ideal,F,VVS2,61.2,56.0,3.91,3.95,2.42,12153
1.34,Ideal,E,VS2,59.9,58.0,3.43,3.43,2.11,9335
0.95,Fair,H,VS2,61.6,57.0,2.46,2.42,1.54,5722
0.86,Premium,H,IF,63.5,58.0,2.18,2.2,1.3,5206
0.4,Ideal,E,SI1,63.1,57.0,1.03,1.14,0.61,812
0.66,Ideal,J,VS2,62.0,58.0,1.67,1.69,1.01,3097
0.53,Ideal,G,SI2,63.3,55.0,1.35,1.34,0.82,743
0.3,Good,G,VVS2,60.2,58.0,0.76,0.79,0.48,300
1.26,Very Good,F,VS1,61.2,56.0,3.24,3.27,2.03,9292
0.52,Very Good,E,SI1,62.3,54.0,1.31,1.34,0.82,926
1.35,Ideal,G,I1,61.5,57.0,3.46,3.53,2.07,9523
1.15,Very Good,F,VS2,61.4,61.0,2.96,2.98,1.83,7169
0.98,Very Good,F,I1,60.0,54.0,2.5,2.57,1.51,5014
1.01,Ideal,F,I1,58.8,58.0,2.54,2.55,1.59,6122
0.54,Fair,F,VS2,62.8,59.0,1.37,1.45,0.82,432
1.88,Ideal,H,SI2,62.0,63.0,4.82,4.88,2.87,15839
0.76,Ideal,J,SI1,63.0,56.0,1.96,2.01,1.22,3264
0.86,Ideal,I,VS1,61.1,56.0,2.19,2.23,1.35,4244
0.54,Very Good,H,SI2,60.7,55.0,1.38,1.5,0.86,975
0.47,Fair,G,SI1,61.7,60.0,1.19,1.24,0.71,459
0.94,Ideal,D,SI2,62.9,56.0,2.39,2.35,1.49,5190
0.83,Ideal,E,VS2,61.4,57.0,2.11,2.12,1.3,4512
0.5,Ideal,E,VS1,62.8,53.0,1.28,1.27,0.79,844
0.36,Very Good,G,VS1,60.3,59.0,0.93,1.03,0.57,802
0.39,Ideal,G,SI1,61.5,60.0,1.0,1.06,0.62,300
1.35,Ideal,G,SI2,61.6,59.0,3.41,3.51,2.07,9331
0.55,Ideal,I,SI2,63.4,54.0,1.41,1.37,0.84,1683
0.63,Ideal,J,SI1,62.0,59.0,1.58,1.64,0.97,1320
1.53,Ideal,F,IF,64.1,54.0,3.87,3.8,2.4,12575
0.42,Premium,D,SI1,59.8,58.0,1.06,0.98,0.63,460
0.52,Good,I,SI1,61.9,58.0,1.32,1.3,0.79,569
0.5,Premium,J,SI2,62.0,58.0,1.28,1.36,0.79,300
1.66,Good,E,VS2,62.6,59.0,4.23,4.18,2.54,12520
2.01,Premium,H,VS1,60.6,57.0,5.19,5.19,3.1,17266
1.08,Premium,E,VS1,64.1,53.0,2.73,2.79,1.71,6705
1.1,Good,E,VVS1,61.7,59.0,2.79,2.83,1.66,7334
0.55,Very Good,D,VS2,60.2,58.0,1.39,1.5,0.84,1696
1.96,Good,G,SI2,61.7,56.0,4.96,4.96,3.01,16074
0.85,Ideal,E,SI1,61.3,54.0,2.2,2.18,1.34,4770
1.13,Ideal,G,VS1,65.6,61.0,2.87,2.82,1.73,8112
0.7,Good,F,VS2,63.2,60.0,1.81,1.79,1.13,3211
0.65,Ideal,G,VS2,61.8,59.0,1.65,1.59,1.02,2321
1.7,Premium,I,VS1,61.5,56.0,4.29,4.2,2.59,13638
0.97,Very Good,G,VS1,63.0,52.0,2.44,2.54,1.47,5513
1.53,Good,F,VVS1,63.1,59.0,3.94,3.94,2.4,12259
0.84,Premium,E,VS2,57.6,58.0,2.11,2.24,1.25,4380
0.48,Ideal,E,VVS2,62.6,57.0,1.24,1.2,0.78,812
0.55,Ideal,E,SI1,61.7,60.0,1.4,1.38,0.84,1954
0.78,Good,I,VS1,59.9,59.0,1.97,1.93,1.22,3671
0.54,Good,E,VVS1,62.9,58.0,1.38,1.35,0.86,1178
0.43,Premium,G,SI1,64.8,58.0,1.08,1.12,0.67,332
1.35,Very Good,D,VVS2,62.5,58.0,3.4,3.43,2.03,10415
0.56,Very Good,D,VS1,63.2,59.0,1.44,1.48,0.88,1431
0.79,Very Good,J,SI2,64.2,56.0,2.01,2.08,1.19,2729
0.86,Ideal,E,VS2,60.5,58.0,2.19,2.25,1.36,4641
0.55,Ideal,J,SI2,59.1,55.0,1.39,1.34,0.85,1416
1.53,Premium,G,IF,62.6,60.0,3.85,3.82,2.3,11926
0.42,Ideal,F,VVS2,61.4,59.0,1.07,1.08,0.66,1054
0.84,Very Good,I,SI2,59.8,56.0,2.14,2.33,1.29,3899
0.84,Premium,E,SI2,61.6,58.0,2.16,2.2,1.28,4432
0.72,Very Good,J,VS2,62.7,56.0,1.84,1.85,1.12,2410
0.39,Ideal,I,SI1,61.5,61.0,1.0,1.03,0.6,300
1.15,Ideal,F,SI2,60.6,61.0,2.9,2.87,1.82,7247
1.07,Premium,E,VS2,61.4,59.0,2.69,2.7,1.63,6178
0.53,Very Good,D,SI1,61.7,61.0,1.34,1.39,0.82,1439
1.06,Ideal,E,SI2,59.0,58.0,2.73,2.73,1.71,5800
0.89,Good,E,VVS2,61.5,59.0,2.29,2.25,1.39,4719
0.39,Ideal,G,VVS1,59.8,60.0,0.98,0.98,0.59,444
0.48,Premium,J,VS1,62.6,57.0,1.21,1.19,0.72,300
1.31,Premium,I,VVS2,59.5,58.0,3.36,3.29,2.11,9155
0.86,Premium,F,SI1,63.1,60.0,2.22,2.19,1.38,4292
0.56,Ideal,E,SI1,61.1,59.0,1.44,1.37,0.86,2103
0.48,Good,G,SI1,60.9,56.0,1.21,1.15,0.73,300
0.57,Ideal,E,VS1,62.1,53.0,1.46,1.4,0.91,1925
0.59,Very Good,F,IF,60.5,57.0,1.52,1.57,0.93,2449
0.49,Ideal,J,VS1,62.1,53.0,1.24,1.31,0.76,767
0.31,Ideal,I,VVS1,60.7,55.0,0.79,0.71,0.49,300
1.31,Ideal,D,VS1,60.9,56.0,3.32,3.4,2.06,9023
1.2,Premium,E,SI1,62.3,56.0,3.03,2.97,1.9,8467
0.39,Premium,D,SI1,60.1,59.0,1.01,1.05,0.63,300
0.79,Very Good,I,SI2,59.9,60.0,2.04,2.05,1.28,3285
0.47,Ideal,D,SI2,62.0,59.0,1.2,1.23,0.75,1493
0.65,Very Good,H,VS1,61.7,59.0,1.64,1.58,0.97,2419
0.62,Premium,J,VS2,61.9,59.0,1.59,1.5,0.95,2792
0.6,Very Good,D,VS2,62.2,52.0,1.52,1.48,0.95,1346
2.02,Good,H,VS2,61.8,58.0,5.1,5.12,3.01,17119
0.59,Ideal,E,SI1,62.6,54.0,1.5,1.6,0.93,1280
0.49,Good,I,VS2,61.8,59.0,1.25,1.2,0.78,577
0.51,Ideal,F,VS2,58.9,53.0,1.28,1.28,0.78,1200
1.25,Very Good,D,SI1,59.3,57.0,3.19,3.15,1.93,8329
0.32,Fair,H,VVS2,64.4,59.0,0.8,0.8,0.48,300
0.51,Premium,E,VS2,61.7,55.0,1.32,1.22,0.78,981
1.53,Fair,I,VS2,63.0,60.0,3.95,4.02,2.45,11094
0.84,Very Good,F,VVS1,61.2,59.0,2.16,2.16,1.28,4264
0.82,Ideal,G,VVS1,61.6,58.0,2.09,2.14,1.31,4897
2.15,Good,H,VVS1,61.1,59.0,5.44,5.43,3.27,18863
0.84,Ideal,H,SI1,65.2,57.0,2.16,2.17,1.34,3963
0.52,Fair,I,SI2,62.1,58.0,1.34,1.4,0.79,300
0.64,Very Good,D,SI1,61.0,58.0,1.61,1.62,0.98,1991
0.42,Ideal,G,SI1,59.4,57.0,1.07,1.08,0.65,300
1.39,Very Good,H,VVS1,64.5,56.0,3.52,3.48,2.08,9899
0.99,Good,G,VS1,61.5,55.0,2.51,2.48,1.55,5634
1.3,Premium,H,SI2,62.7,57.0,3.3,3.25,2.07,8205
1.36,Very Good,E,SI2,62.9,57.0,3.52,3.48,2.08,9197
0.6,Ideal,D,SI2,61.1,56.0,1.52,1.58,0.91,1570
0.46,Very Good,G,VS1,62.6,59.0,1.17,1.26,0.72,300
0.72,Ideal,D,VS1,60.9,55.0,1.86,1.8,1.16,3759
0.48,Ideal,F,VVS2,60.3,57.0,1.22,1.24,0.73,718
0.8,Premium,I,IF,63.3,60.0,2.06,2.04,1.22,4089
1.3,Ideal,E,SI1,61.5,60.0,3.27,3.34,1.93,9677
0.68,Premium,G,SI1,62.4,60.0,1.76,1.77,1.05,2951
0.8,Ideal,F,SI1,62.3,56.0,2.02,2.02,1.2,3891
0.71,Good,D,SI1,62.6,59.0,1.84,1.8,1.11,2797
1.11,Ideal,G,VVS1,59.5,55.0,2.8,2.72,1.7,7629
0.53,Premium,D,VS2,60.9,57.0,1.35,1.39,0.82,1575
0.25,Premium,E,VS1,61.2,57.0,0.63,0.65,0.38,300
0.94,Ideal,G,VS2,60.5,56.0,2.39,2.41,1.45,5220
1.21,Ideal,F,SI2,62.3,57.0,3.06,3.03,1.81,8190
0.93,Fair,H,SI2,63.4,56.0,2.4,2.39,1.44,4307
0.54,Very Good,D,VS2,63.6,55.0,1.37,1.41,0.83,1944
0.42,Ideal,E,VS1,61.2,59.0,1.08,1.13,0.64,561
0.95,Ideal,J,SI1,62.1,57.0,2.39,2.33,1.49,4451
0.8,Ideal,H,VS1,62.3,58.0,2.06,2.03,1.23,3910
0.7,Ideal,F,VVS2,62.6,58.0,1.79,1.72,1.11,3405
1.84,Ideal,J,SI1,60.5,58.0,4.76,4.77,2.9,15609
0.46,Ideal,J,VS1,64.2,58.0,1.17,1.21,0.71,300
1.8,Very Good,G,SI1,63.0,57.0,4.55,4.54,2.8,13817
0.75,Good,G,VS1,63.0,61.0,1.9,1.87,1.12,3418
0.3,Ideal,G,VS1,63.4,59.0,0.77,0.75,0.46,300
0.68,Ideal,H,IF,62.4,58.0,1.74,1.86,1.05,2565
1.2,Fair,I,SI1,60.3,57.0,3.09,3.15,1.87,7327
0.62,Premium,E,SI1,61.5,57.0,1.56,1.6,0.95,1972
0.35,Ideal,G,SI2,59.4,58.0,0.89,0.91,0.55,300
0.68,Premium,H,SI1,62.3,61.0,1.76,1.76,1.04,2349
0.48,Premium,H,VS1,61.5,54.0,1.21,1.16,0.76,623
0.95,Premium,F,VVS1,61.6,59.0,2.39,2.34,1.43,5723
1.09,Very Good,J,SI1,63.4,60.0,2.8,2.77,1.68,5805
0.44,Premium,I,SI2,61.1,54.0,1.12,1.07,0.7,714
0.52,Premium,J,SI1,61.3,57.0,1.33,1.3,0.78,1192
1.08,Good,E,VS2,61.7,55.0,2.76,2.75,1.74,6253
0.48,Ideal,E,SI1,59.1,58.0,1.24,1.24,0.73,624
0.43,Premium,E,SI1,61.3,57.0,1.11,1.08,0.66,300
0.41,Ideal,E,VS1,58.2,57.0,1.05,1.07,0.63,845
0.88,Ideal,E,I1,60.9,57.0,2.23,2.22,1.35,4104
0.86,Very Good,G,VS2,62.9,59.0,2.18,2.19,1.33,4163
0.53,Ideal,F,VVS2,62.3,58.0,1.37,1.33,0.81,984
0.74,Premium,J,SI1,60.9,58.0,1.89,1.92,1.12,3143
1.59,Ideal,F,VS2,61.8,58.0,4.09,4.06,2.42,12548
0.46,Very Good,E,VS1,60.2,59.0,1.17,1.25,0.7,797
0.28,Ideal,G,VS1,61.7,57.0,0.71,0.7,0.45,300
0.93,Premium,G,VS2,65.8,61.0,2.36,2.36,1.43,5200
0.7,Very Good,H,SI1,64.3,55.0,1.77,1.8,1.1,2441
0.52,Good,F,VVS2,61.8,54.0,1.34,1.38,0.8,1463
1.03,Ideal,E,VS1,61.9,54.0,2.64,2.69,1.56,5893
1.13,Ideal,D,SI1,60.3,53.0,2.84,2.93,1.74,7373
0.25,Very Good,G,SI2,60.6,59.0,0.64,0.67,0.4,300
0.53,Ideal,E,SI2,62.2,59.0,1.37,1.37,0.86,1641
2.36,Premium,F,SI2,61.0,60.0,6.05,6.02,3.7,20000
0.99,Ideal,D,VS2,63.0,55.0,2.52,2.51,1.52,5774
1.04,Very Good,F,SI2,63.9,59.0,2.64,2.71,1.57,5659
1.33,Ideal,G,SI1,62.2,58.0,3.43,3.36,2.12,9738
0.75,Very Good,F,VS1,61.8,58.0,1.91,1.87,1.15,2560
1.1,Premium,E,SI1,59.3,59.0,2.83,2.82,1.77,7135
1.06,Good,D,VS1,62.7,56.0,2.73,2.69,1.68,6424
0.97,Good,J,VS1,60.1,63.0,2.5,2.48,1.56,5355
0.63,Premium,J,SI1,61.1,60.0,1.63,1.72,1.0,1830
0.81,Very Good,D,VS1,63.0,56.0,2.08,2.07,1.29,3965
0.55,Ideal,F,VS1,63.1,55.0,1.38,1.4,0.83,1715
0.75,Fair,F,SI1,61.0,57.0,1.89,1.81,1.15,2746
0.41,Premium,G,SI1,61.1,58.0,1.03,0.97,0.61,300
0.5,Very Good,I,VS2,60.7,60.0,1.26,1.31,0.77,987
0.64,Fair,E,VVS1,60.0,55.0,1.61,1.69,0.98,2159
0.46,Good,E,VS1,60.8,58.0,1.17,1.18,0.73,908
0.58,Premium,H,SI2,59.4,54.0,1.46,1.44,0.9,1583
0.68,Premium,H,VS1,62.7,58.0,1.73,1.75,1.06,2354
0.91,Premium,D,SI1,62.3,57.0,2.35,2.22,1.39,4470
1.19,Premium,J,VS2,62.5,62.0,3.06,3.07,1.92,7332
0.59,Premium,D,VS1,60.4,54.0,1.52,1.47,0.9,2117
1.44,Fair,H,VS2,60.0,61.0,3.64,3.68,2.26,10313
1.18,Premium,F,VVS2,61.8,54.0,3.01,2.9,1.83,8332
0.95,Ideal,D,VS1,61.8,55.0,2.41,2.38,1.5,5444
